x,y,jarvis_20m,elevation
-159.97099201464124,-0.37568056719077164,-58.37929916381836,0-249.99 m
-159.97081230183173,-0.3756805872944223,-66.85459899902344,0-249.99 m
-159.97063258901258,-0.37568060739435316,-74.6146011352539,0-249.99 m
-159.97045287618383,-0.37568062749056436,-81.49690246582031,0-249.99 m
-159.97027316334544,-0.3756806475830558,-88.25879669189453,0-249.99 m
-159.97009345049747,-0.3756806676718275,-94.341400146484375,0-249.99 m
-159.96991373763984,-0.3756806877568794,-99.66410064697266,0-249.99 m
-159.96973402477266,-0.37568070783821167,-105.11499786376953,0-249.99 m
-159.96955431189585,-0.3756807279158242,-111.5719985961914,0-249.99 m
-159.96937459900946,-0.3756807479897168,-118.86799621582031,0-249.99 m
-159.96919488611343,-0.3756807680598898,-127.72000122070313,0-249.99 m
-159.96901517320782,-0.3756807881263431,-136.3280029296875,0-249.99 m
-159.96883546029258,-0.3756808081890765,-143.4290008544922,0-249.99 m
-159.9686557473678,-0.37568082824809024,-150.88999938964844,0-249.99 m
-159.96847603443337,-0.3756808483033842,-160.00100708007813,0-249.99 m
-159.9682963214894,-0.3756808683549585,-170.5229949951172,0-249.99 m
-159.96811660853578,-0.37568088840281294,-181.1439971923828,0-249.99 m
-159.9679368955726,-0.3756809084469477,-192.78700256347656,0-249.99 m
-159.96775718259983,-0.37568092848736273,-204.90499877929688,0-249.99 m
-159.96757746961748,-0.37568094852405787,-217.3520050048828,0-249.99 m
-159.96739775662556,-0.3756809685570334,-230.427001953125,0-249.99 m
-159.96721804362403,-0.37568098858628907,-242.7989959716797,0-249.99 m
-159.9670383306129,-0.3756810086118251,-254.68099975585938,250-500 m
-159.9668586175922,-0.3756810286336412,-265.8370056152344,250-500 m
-159.96667890456195,-0.37568104865173774,-276.23699951171875,250-500 m
-159.9664991915221,-0.37568106866611434,-285.5790100097656,250-500 m
-159.9663194784727,-0.37568108867677125,-301.25799560546875,250-500 m
-159.96613976541371,-0.3756811086837084,-318.17498779296875,250-500 m
-159.96596005234517,-0.37568112868692577,-331.43798828125,250-500 m
-159.96578033926704,-0.3756811486864235,-339.2640075683594,250-500 m
-159.96560062617937,-0.37568116868220136,-346.0190124511719,250-500 m
-159.96542091308208,-0.3756811886742595,-357.8580017089844,250-500 m
-159.96524119997528,-0.37568120866259785,-371.6600036621094,250-500 m
-159.96506148685893,-0.3756812286472164,-386.6570129394531,250-500 m
-159.96488177373297,-0.37568124862811514,-402.9930114746094,250-500 m
-159.96470206059746,-0.37568126860529427,-419.55499267578125,250-500 m
-159.9645223474524,-0.3756812885787534,-442.3450012207031,250-500 m
-159.96434263429782,-0.37568130854849296,-457.447998046875,250-500 m
-159.96416292113364,-0.3756813285145127,-468.6130065917969,250-500 m
-159.96398320795993,-0.37568134847681256,-484.1029968261719,250-500 m
-159.96380349477667,-0.37568136843539285,-499.2850036621094,250-500 m
-160.02149094745923,-0.3758556879347366,-487.8760070800781,250-500 m
-160.02131123741881,-0.37585570909377863,-467.55499267578125,250-500 m
-160.02113152736825,-0.37585573024909935,-447.9360046386719,250-500 m
-160.02095181730758,-0.3758557514006989,-435.87701416015625,250-500 m
-160.0207721072368,-0.3758557725485772,-498.8909912109375,250-500 m
-160.02041268706495,-0.37585581483316993,-494.17401123046875,250-500 m
-160.01861558559938,-0.3758560260328589,-479.9670104980469,250-500 m
-160.01843587539727,-0.37585604713236087,-367.3890075683594,250-500 m
-160.01825616518514,-0.37585606822814155,-282.9330139160156,250-500 m
-160.01807645496288,-0.37585608932020115,-275.6830139160156,250-500 m
-160.01789674473054,-0.3758561104085393,-271.875,250-500 m
-160.0177170344881,-0.3758561314931563,-265.70599365234375,250-500 m
-160.0175373242356,-0.37585615257405186,-260.5820007324219,250-500 m
-160.01735761397302,-0.37585617365122626,-256.27301025390625,250-500 m
-160.01717790370034,-0.3758561947246795,-252.7949981689453,250-500 m
-160.0169981934176,-0.37585621579441136,-251.18499755859375,250-500 m
-160.0168184831248,-0.37585623686042197,-250.36900329589844,250-500 m
-160.01663877282192,-0.3758562579227114,-249.0959930419922,0-249.99 m
-160.01645906250894,-0.3758562789812794,-248.08399963378906,0-249.99 m
-160.01627935218593,-0.3758563000361262,-248.0050048828125,0-249.99 m
-160.01609964185283,-0.37585632108725175,-246.3679962158203,0-249.99 m
-160.0159199315097,-0.3758563421346561,-238.8820037841797,0-249.99 m
-160.01574022115648,-0.37585636317833904,-226.89599609375,0-249.99 m
-160.01556051079322,-0.3758563842183007,-213.42599487304688,0-249.99 m
-160.01538080041988,-0.37585640525454117,-199.18899536132813,0-249.99 m
-160.01520109003647,-0.37585642628706034,-183.95599365234375,0-249.99 m
-160.01502137964303,-0.3758564473158582,-160.0070037841797,0-249.99 m
-160.0148416692395,-0.3758564683409348,-131.66600036621094,0-249.99 m
-160.01466195882594,-0.3758564893622901,-111.39199829101563,0-249.99 m
-160.01448224840232,-0.37585651037992407,-94.5020980834961,0-249.99 m
-160.01430253796866,-0.3758565313938369,-73.16829681396484,0-249.99 m
-160.01412282752494,-0.3758565524040284,-52.09989929199219,0-249.99 m
-160.0139431170712,-0.37585657341049855,-30.805999755859375,0-249.99 m
-160.01376340660738,-0.37585659441324737,-17.08009910583496,0-249.99 m
-160.01358369613357,-0.37585661541227505,-13.642900466918945,0-249.99 m
-159.9805167999101,-0.37586041589597724,-5.647510051727295,0-249.99 m
-159.98033708760912,-0.37586043620654924,-5.44959020614624,0-249.99 m
-159.9801573752984,-0.3758604565133998,-5.541749954223633,0-249.99 m
-159.979977662978,-0.37586047681652884,-5.838950157165527,0-249.99 m
-159.97979795064788,-0.3758604971159364,-5.810150146484375,0-249.99 m
-159.97961823830806,-0.37586051741162246,-5.565149784088135,0-249.99 m
-159.97943852595853,-0.37586053770358707,-5.54941987991333,0-249.99 m
-159.97925881359927,-0.3758605579918302,-5.291790008544922,0-249.99 m
-159.97907910123035,-0.3758605782763519,-5.153860092163086,0-249.99 m
-159.97889938885174,-0.37586059855715204,-5.424489974975586,0-249.99 m
-159.97871967646338,-0.37586061883423083,-5.400660037994385,0-249.99 m
-159.9785399640654,-0.375860639107588,-5.1923298835754395,0-249.99 m
-159.97836025165765,-0.37586065937722374,-5.629740238189697,0-249.99 m
-159.97818053924024,-0.3758606796431379,-6.111499786376953,0-249.99 m
-159.97800082681314,-0.3758606999053306,-6.142630100250244,0-249.99 m
-159.97782111437635,-0.37586072016380184,-6.272429943084717,0-249.99 m
-159.9776414019299,-0.37586074041855166,-6.087349891662598,0-249.99 m
-159.97746168947373,-0.3758607606695799,-6.015059947967529,0-249.99 m
-159.97728197700792,-0.37586078091688674,-6.31742000579834,0-249.99 m
-159.9771022645324,-0.375860801160472,-6.477809906005859,0-249.99 m
-159.9769225520472,-0.37586082140033583,-6.753469944000244,0-249.99 m
-159.97674283955232,-0.3758608416364781,-7.309360027313232,0-249.99 m
-159.97656312704777,-0.3758608618688989,-7.931600093841553,0-249.99 m
-159.97638341453356,-0.37586088209759827,-8.503769874572754,0-249.99 m
-159.97620370200963,-0.3758609023225761,-8.831669807434082,0-249.99 m
-159.9760239894761,-0.37586092254383235,-8.759510040283203,0-249.99 m
-159.97584427693283,-0.37586094276136717,-8.452719688415527,0-249.99 m
-159.97566456437994,-0.3758609629751805,-8.382519721984863,0-249.99 m
-159.97548485181738,-0.37586098318527233,-9.090940475463867,0-249.99 m
-159.97530513924514,-0.37586100339164263,-9.424659729003906,0-249.99 m
-159.97512542666325,-0.37586102359429147,-9.215120315551758,0-249.99 m
-159.9749457140717,-0.3758610437932188,-9.850669860839844,0-249.99 m
-159.9747660014705,-0.37586106398842456,-10.224100112915039,0-249.99 m
-159.97458628885965,-0.3758610841799089,-10.041799545288086,0-249.99 m
-159.97440657623912,-0.3758611043676716,-10.029000282287598,0-249.99 m
-159.97422686360895,-0.3758611245517129,-10.217700004577637,0-249.99 m
-159.97404715096914,-0.37586114473203264,-10.717399597167969,0-249.99 m
-159.97386743831967,-0.3758611649086309,-10.747400283813477,0-249.99 m
-159.97368772566054,-0.3758611850815076,-9.960229873657227,0-249.99 m
-159.9735080129918,-0.3758612052506629,-8.828289985656738,0-249.99 m
-159.9733283003134,-0.37586122541609657,-7.597229957580566,0-249.99 m
-159.97314858762533,-0.37586124557780887,-6.796229839324951,0-249.99 m
-159.97296887492766,-0.3758612657357995,-6.599999904632568,0-249.99 m
-159.97278916222032,-0.3758612858900686,-6.599999904632568,0-249.99 m
-159.97260944950338,-0.3758613060406163,-6.938950061798096,0-249.99 m
-159.97242973677677,-0.3758613261874424,-7.480979919433594,0-249.99 m
-159.97225002404056,-0.3758613463305471,-8.149580001831055,0-249.99 m
-159.9720703112947,-0.3758613664699301,-9.3145599365234375,0-249.99 m
-159.9718905985392,-0.37586138660559165,-11.144599914550781,0-249.99 m
-159.9717108857741,-0.3758614067375317,-17.26689910888672,0-249.99 m
-159.97153117299936,-0.3758614268657503,-28.397300720214844,0-249.99 m
-159.97135146021498,-0.37586144699024715,-38.38349914550781,0-249.99 m
-159.971171747421,-0.3758614671110227,-46.04719924926758,0-249.99 m
-159.9709920346174,-0.37586148722807666,-54.18790054321289,0-249.99 m
-159.97081232180417,-0.37586150734140905,-63.28519821166992,0-249.99 m
-159.97063260898133,-0.37586152745101997,-71.5291976928711,0-249.99 m
-159.97045289614888,-0.37586154755690926,-78.75420379638672,0-249.99 m
-159.97027318330683,-0.3758615676590771,-85.58570098876953,0-249.99 m
-159.97009347045514,-0.37586158775752343,-91.77320098876953,0-249.99 m
-159.96991375759384,-0.37586160785224815,-97.21160125732422,0-249.99 m
-159.96973404472294,-0.37586162794325145,-102.93499755859375,0-249.99 m
-159.96955433184246,-0.3758616480305331,-108.9229965209961,0-249.99 m
-159.96937461895234,-0.37586166811409333,-115.47699737548828,0-249.99 m
-159.96919490605262,-0.37586168819393195,-123.9209976196289,0-249.99 m
-159.96901519314332,-0.375861708270049,-132.48899841308594,0-249.99 m
-159.9688354802244,-0.3758617283424446,-139.35499572753906,0-249.99 m
-159.9686557672959,-0.3758617484111185,-146.89999389648438,0-249.99 m
-159.9684760543578,-0.37586176847607106,-155.8699951171875,0-249.99 m
-159.9682963414101,-0.37586178853730196,-165.81199645996094,0-249.99 m
-159.96811662845283,-0.37586180859481133,-176.75599670410156,0-249.99 m
-159.96793691548592,-0.3758618286485992,-188.69500732421875,0-249.99 m
-159.96775720250946,-0.37586184869866557,-201.72900390625,0-249.99 m
-159.9675774895234,-0.3758618687450102,-214.8699951171875,0-249.99 m
-159.96739777652778,-0.37586188878763355,-227.42799377441406,0-249.99 m
-159.96721806352255,-0.3758619088265351,-239.57000732421875,0-249.99 m
-159.96703835050775,-0.37586192886171527,-250.82200622558594,250-500 m
-159.96685863748337,-0.37586194889317376,-262.15399169921875,250-500 m
-159.96667892444944,-0.37586196892091084,-272.5459899902344,250-500 m
-159.9664992114059,-0.37586198894492634,-282.7149963378906,250-500 m
-159.9663194983528,-0.37586200896522026,-295.9150085449219,250-500 m
-159.9661397852901,-0.3758620289817926,-312.1319885253906,250-500 m
-159.96596007221785,-0.37586204899464337,-325.6390075683594,250-500 m
-159.96578035913603,-0.3758620690037726,-335.8399963378906,250-500 m
-159.96560064604466,-0.3758620890091803,-344.7139892578125,250-500 m
-159.9654209329437,-0.3758621090108665,-356.3699951171875,250-500 m
-159.9652412198332,-0.375862129008831,-367.9230041503906,250-500 m
-159.9650615067131,-0.3758621490030741,-379.32501220703125,250-500 m
-159.96488179358346,-0.3758621689935955,-394.4169921875,250-500 m
-159.96470208044428,-0.3758621889803954,-411.8290100097656,250-500 m
-159.96452236729553,-0.37586220896347367,-431.7770080566406,250-500 m
-159.96434265413723,-0.37586222894283056,-447.41900634765625,250-500 m
-159.96416294096937,-0.37586224891846576,-461.4320068359375,250-500 m
-159.96398322779197,-0.3758622688903794,-478.7170104980469,250-500 m
-159.963803514605,-0.3758622888585714,-491.6679992675781,250-500 m
